num,                                                                                                                                             text,      screenName,retweetCount,retweeted,longitude,latitude
257,                                                              I need coffee right now. You too? Get free SoZo coffee here: http://t.co/x6CO25P8Uk,  drugstoredivas,0,FALSE,       NA,      NA
258,                                     The only way coffee could be any better would be if you had to suck it out of a boob. http://t.co/xUKjfDQ7vj,      mikewbarns,0,FALSE,       NA,      NA
259,             @walkdaddy05 @drewgc60 @abasc24 @CoachBayerGC @bentley_mcmilli @laceyj25 @btmyers24 @FireGump658 coffee is for closers #maxwellhouse,    brentcornett,0,FALSE,       NA,      NA
260,"                     @EvieeAndre @VictoriaLloyd16 well, that sucks, you can hook me up with free coffee and donuts since they're under paying you",       marcilesm,0,FALSE,       NA,      NA
261,                                                                     RT @highanaflawless: @v_diMichele bitch all you like is ice coffee and !!!!!,     v_diMichele,1,FALSE,       NA,      NA
262,                                                                                                                             @JosieBaik coffee???,        BoaPark3,0,FALSE,       NA,      NA
263,                                                                            Waiting for water to heat up so that I can make iced coffee. #Thirsty,   isabellekolik,0,FALSE,       NA,      NA
264,                                             The Perfect Man died because He loves me. but every morning the other rises to make me coffee. &lt,3,     luludaniels,0,FALSE,       NA
265,"                                                                      RT @bombaytweeting: I love you less than coffee, which is more than enough.",   zsdfghjkhtty_,100,FALSE,       NA,      NA
266,                           #also RT @drgoddess: I've never had a cup of coffee. Or more than a sip. I don't like it. #ConfessYourUnpopularOpinion,     rookdagreat,0,FALSE,       NA,      NA
267,                                                                                                                        Buy me coffee and love me,      Molli_Lynn,0,FALSE,       NA,      NA
268,"                                                                                                            Dear pumpkin coffee, come back to me.",       colefacee,0,FALSE,       NA,      NA
269,                                                                                                                             Coffee makes me wild,       cpor_lady,0,FALSE,       NA,      NA
270,      Now why did I go do that? My brain's not wired at all. Coffee D': See you @iloveohmiya @nintendomiyaa @kaiijou @YOUtachiDesu @all_else_fail, shuwashuwishuwa,0,FALSE,       NA,      NA
271,                                                        RT @thakidrubenG: ?@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop?, kimberlyluucero,2,FALSE,       NA,      NA
272,                                                                                                                  Making coffee. #nightshiftblues,     SammyJane15,0,FALSE,       NA,      NA
273,                             RT @MissKristenSte1: ?@TeamJaymes: CAN I DRINK THIS? RKAFFE IS PROBABLY THE BEST COFFEE EVER http://t.co/81RSqWF1nl?, StewyJonasLover,2,FALSE,       NA,      NA
274,                                                                                                    Drinking coffee for the first time in a while,      mBishop11_,0,FALSE,       NA,      NA
275,                                                           Wow 12.39 and its still my first coffee... must be the end of the world as we know it!,   Nadine_Zrinzo,0,FALSE,       NA,      NA
276,                      My new coffee mug for school. This is inspiring for my major... #not #SoFunny #ExerciseScienceMajor? http://t.co/GlGvWxM30z,  glori_lizabeth,0,FALSE,       NA,      NA
277,                                                                                  @ching4short tara coffee!!! :) ) ) miss you so much it hurts :|,     tessadistor,0,FALSE,       NA,      NA
278,                                                                                              RT @ThatRedNose: Slick trynna turn up this weekend., Coffee_nO_Cream,1,FALSE,       NA,      NA
279,      @ottomanscribe Sure.There is a really great coffee shop at No 1 Martin Place. In the foyer of Westin Say 12:30 Mon? I will DM you my number,    RobbieSingh2,0,FALSE,       NA,      NA
280,                                                                                                                                   I want coffee.,    pinchejarrod,0,FALSE,       NA,      NA
281,                                                                                                        drinking coffee at 1030 pm. #whatislifeee,      Nique_1503,0,FALSE,       NA,      NA
282,                                                                                                              just good enough. ? drinking coffee,       jhapots04,0,FALSE,       NA,      NA
283,                  One should never go on Pinterest when one must go to bed. This only leads to trouble... and gallons of coffee the next morning.,       Co_Weaver,0,FALSE,       NA,      NA
284,                            -__- lets Forget that lol @AyeeShaee: Lmfaoo I Remember Wen Dat Girl Threw Coffee On Kala Like Dat Shit Was Yesturday,  TweetMeeRiight,0,FALSE,       NA,      NA
285,"                                                           Can't drink hot liquids until my mouth heals, this means no coffee all weekend. #scary",  KenseyLawless2,0,FALSE,       NA,      NA
286,       I Moved Her Shit She Got Hot And Threw Da Coffee On Kala She Moved The Table On Ray Foot I Pushed Her Ass Down Den Ray Choked Tf Outta Her,       AyeeShaee,0,FALSE,       NA,      NA
287,                                        Im about to finish NS... You see me here almost every duty.... You can call me boy ah and ask me coffee?!,      FritzLooks,0,FALSE,       NA,      NA
288,              brunch &amp, #artisanal #coffee at #blackboard ...yay some new interesting places in the #goldcoast now :) ? http://t.co/jOK6LGZH7u,      JuliaGools,0,FALSE,       NA
289,                                                                                    Breakfast: Coffee with Cinnamon and Wheat Bread with Nutella.,     heyitsajhay,0,FALSE,       NA,      NA
290,"      Talked with some awesome dudes in a coffee shop in Norfolk, VA. One was an old school DJ who just got off work at... http://t.co/tsTF2fRe6d",      BlyreCpanx,0,FALSE,       NA,      NA
291,                                                                                                                       Coffee at 9:30 pm? Yeah...,        ebhafley,0,FALSE,       NA,      NA
292,                                                                             The 2 things that my day is salam to my family and my morning coffee,     BinMunakhas,0,FALSE,       NA,      NA
293,                                                                                                                      Drinking sum good as coffee,   Real_Nigga_59,0,FALSE,       NA,      NA
294,"                                                                                                 time for a big cup of #coffee, #nescafe #morning",         omaro_3,0,FALSE,       NA,      NA
295,                                                               not weed? ?@YolieTheJew: This skunk just sprayed and it smells like burnt coffee.?,       FRANKGOD_,0,FALSE,       NA,      NA
296,       This is what I'm having when I get home... assuming there is any left! Heated of course with a hot cup of coffee... http://t.co/WSTomWJzb0,        Bake_Me1,0,FALSE,       NA,      NA
297,"                   I'm very organized! LOL Coffee ready to go, cat bowls ready, my bowl for oatmeal ready... #dailyroutine http://t.co/ubpPZlwgWg",   jillbristow24,0,FALSE,       NA,      NA
298,                                                                                                       Coffee ice cream #MTVHottest One Direction,  frozaynyoghurt,0,FALSE,       NA,      NA
299,                                                                                                                          Coffee shop soundtrack.,     FelipeGonzz,0,FALSE,       NA,      NA
300,                                                                          I could really go for some ice cream with coffee liquor right about now,       xocamille,0,FALSE,       NA,      NA
301,                                                          are you coffee lovers ichut ssi? ? i'm freakin' coffee addict xD http://t.co/DCiqJ8Zx6w,        Annichut,0,FALSE,       NA,      NA
302,                      It's kinda cool how I've basically removed all juice and sodas and stuff from my daily beverages. Water and coffee. Dassit., JerMaineMontiel,0,FALSE,       NA,      NA
303,                                                                    My dad is happy Ramadan is over so he can have his morning cup of coffee now.,     TheJacobAli,0,FALSE,       NA,      NA
304,     oh. I was actually hoping Id get blown off. now I gotta date with coffee ice cream. were going to this really cool place called the bath tub,  beladancerella,0,FALSE,       NA,      NA
305,"       RT @smbeutler: I don't remember why I was in Denny's, but I was. The waitress called me hon; the eggs and coffee were cold. It was a low ?",      Coruscifer,4,FALSE,       NA,      NA
306,"      @NickThayer oh worth mentioning, went to a place that's roasts their own beans in house. Some of the best coffee I've tasted #heaven #snobs",     Jennnnnster,0,FALSE,       NA,      NA
307,                         RT @seedscoffee: Jeff Huey of Seeds Coffee Company is a 2013 Epoch Awards Finalist http://t.co/Sr13peWGXI @ChristianPost,        abbysalt,1,FALSE,       NA,      NA
308,                                       I've bought so much Costa Rican coffee it's ridiculous. I hope my friend are ready for regular cafecito :],        SpenGen4,0,FALSE,       NA,      NA
309,                                                                                                            @nayasfan29 Pff! Yeah.. Coffee lolxxx, Lovely_NayaVera,0,FALSE,       NA,      NA
310,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,        GenoAndo,42,FALSE,       NA,      NA
311,  Consumed @ColdStone Creamery's Coffee-Lovers Only &amp, won eponymous title. Track sales of Olympic Gold Medalists Only &amp, save @Rio2016 $ ?,    maroon5tiger,0,FALSE
312,"                                   Way too tired for a Friday...to the point where a coffee, redbull and a Berocca still haven't kicked in #dying",    Amanda_Rob33,0,FALSE,       NA,      NA
313,"                                                                  RT @K_Wahl_: My summer romance is the coach, netflix, and coffee icecream kbyee",   kaitlyn_beann,1,FALSE,       NA,      NA
314,                After drinking 2 cups of coffee while studying I feel like I am ready for life! Hopefully I feel this way in the morning. #Coffee,     StacyBarker,0,FALSE,       NA,      NA
315,                                                                                 i want a cup of coffee and a window to stare at the rain outside,    Bennett_Wong,0,FALSE,       NA,      NA
316,                                                                                         This skunk just sprayed and it smells like burnt coffee.,     YolieTheJew,0,FALSE,       NA,      NA
317,"                                                                                I love coffee; I love tea. I love the java jive, and it loves me!",      HyrumGraph,0,FALSE,       NA,      NA
318,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,      Amurrain15,42,FALSE,       NA,      NA
319,                                                                                            ...and adjust the quality of your coffee accordingly.,  Rebecca_Irvine,0,FALSE,       NA,      NA
320,                                                                               RT @kemalzh: Breakfast with @zachrafsanjani http://t.co/frqI6RbxWB,  ZachRafsanjani,1,FALSE,       NA,      NA
321,                                  How to Appreciate the Coffee Without the Grounds http://t.co/7a0zmcivEA #art @jeffbullas http://t.co/2Kwiy7QlDO,      ljgrodecki,0,FALSE,       NA,      NA
322,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,        KennyD11,42,FALSE,       NA,      NA
323,                  A coffee tree affected by 'Roya' . Central America's production is estimated to be down 15% due to this. http://t.co/nAjOE3vmA0,     CoffeeQuest,1,FALSE,       NA,      NA
324,                                                                                                                     Wake up and smell the coffee,      DerrickAOj,0,FALSE,       NA,      NA
325,                                         RT @KekeAndMoreKeke: Y'all females be acting so dumb for a nigga you better wake up and smell the coffee, LowkeyJaylaaaaa,5,FALSE,       NA,      NA
326,"       RT @TheAtlantic Why 17th c. men drank coffee http://t.co/T4nHeAkZn2 // reduced industrious men into effeminate, babbling, French layabouts",    RyanHoselton,0,FALSE,       NA,      NA
327,                                       Shouldn't have got coffee this late because now I'm extra awake and I keep getting distracted from packing,   hanner_time97,0,FALSE,       NA,      NA
328,                                                                                                                 Someone get me a coffee Coolatta,  Alessandria_xo,0,FALSE,       NA,      NA
329,                                                                                                              forever drinking coffee in the morn,         heybev_,0,FALSE,       NA,      NA
330,"                                                               Ashley had coffee before &amp; now she's wide awake, I'm going to fucking kill her", TriciaLattanzio,0,FALSE,       NA,      NA
331,          Have You Surprised Yourself This Week in Being a Tea Drinking Beauty! I have made it to Day 5!! DIY Coffee Free! http://t.co/7rAlvJ5tpl,       SPAItGirl,0,FALSE,       NA,      NA
332,                                                                                         Somethin about cigars coffee and 80 degree summer nights,    Justin_Odman,0,FALSE,       NA,      NA
333,"                                                                      @SillyJillyStein LOL, good to have goals! I'm a full-time coffee junkie. ;D",       cariquinn,0,FALSE,       NA,      NA
334,                                                                                                    Ooooh snap!! I had coffee. Gosh #HungerStrike,        Reetabil,0,FALSE,       NA,      NA
335,                                                                                                      cold weather + Adele + coffee = Rest Day :),       itsJor_EL,0,FALSE,       NA,      NA
336,                                                                 @KUHRiiNUH Be reunited with your iced coffee in 4 months! http://t.co/XfgQZisEgE,     DannyWolfe1,0,FALSE,       NA,      NA
337,                                                        Don't listen to anyone who suggests skipping coffee to save money: http://t.co/3OyRzG59ec, SpencerCostanzo,0,FALSE,       NA,      NA
338,                                                                     I Wanna Dunkin Iced Coffee Right Now. I Think @krizzle_3 Should Bring Me One,    jennaa_leaaa,0,FALSE,       NA,      NA
339,                                      @Woaholiviacoy same i always make it to like 7 and fall asleep but this time im gonna have 6 cups of coffee,   Grant_watsonn,0,FALSE,       NA,      NA
340,                                                       RT @kexpplaylist: Cigarettesand Coffee Blues by Marty Robbins from the album The Essential, ratherlovelyrec,1,FALSE,       NA,      NA
341,                                   @Minnici_mermaid I like coffeee and I like rum... But you know there is coffee flavored tequila it's fantastic,   makjenkiiiies,0,FALSE,       NA,      NA
342,                                                   @AHDamani @raeesiesmama Ready for a coffee to start your morning? Eid Mubarak my dear cousins!,        RehanaKQ,0,FALSE,       NA,      NA
343,                                                                          RT @keemhimki: @daeslut have coffee with me babe http://t.co/iHRuBdXDXg,         daeslut,1,FALSE,       NA,      NA
344,"                                                                  Two of my favorite things, coffee and cats #meow #wakeup http://t.co/NYvkyzmEMJ",     MiniLemonnn,0,FALSE,       NA,      NA
345,"      I NEED to be here at Galleria Umberto, Naples. Sipping coffee maybe a pastry, listening to Caruso http://t.co/lYlQnZM9MZ #iPad #Sony #Italy", LincolnsBoombox,0,FALSE,       NA,      NA
346,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",   xXCRABSTICKXx,1600,FALSE,       NA,      NA
347,"                         #yestoGod is trending. Let's have a great big YES to God this week! &lt;3 Thank You, Lord, for everything you've done :D", Death_by_coffee,0,FALSE,       NA,      NA
348,                                                               I'm going to have to ask you to leave excuse you I haven't even finished my coffee,        napquest,0,FALSE,       NA,      NA
349,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",    beutifuulll1,1600,FALSE,       NA,      NA
350,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,        PunaGold,42,FALSE,       NA,      NA
351,                                                                                                Coffee &amp, TV by blur ? https://t.co/2tyfrv34Zb,       andizuper,0,FALSE,       NA
352,"      RT @heidi420x: What? I couldn't hear you over the fact that I haven't had any coffee today. Also, sorry for biting you..that was an inappr?",         Jdydrcy,80,FALSE,       NA,      NA
353,                                                                                                            @JoshFrye84 you want some ball coffee,     TrippyJared,0,FALSE,       NA,      NA
354,                                                                                                              Yoii RT @Jelitameyy: Morning coffee,        jeffDTRY,0,FALSE,       NA,      NA
355,                                                                       @Meilinxo of course la u only slept few hours.. later get some coffee lo..,   claremariesia,0,FALSE,       NA,      NA
356,                                                                         ?@locklear_noah: I could drink some coffee but I don't wanna go make it?,    BullardBella,2,FALSE,       NA,      NA
357,      LOL ?@DrTMG: You're killing me w/ this no coffee n no beer. Don't say you don't like chocolate next. I'll have 2 delete my twitter account?,       drgoddess,0,FALSE,       NA,      NA
358,"                                  @_Camilo30 aww okay we will definitely pray for that!! But you have to come to my coffee on Saturday right?:, (",      _emilypena,0,FALSE,       NA,      NA
359,                                                        @lorenrenee9 lol I'm not a juice or pop drinker tbh water milk and coffee that's about it,     abcoajacfak,0,FALSE,       NA,      NA
360,"                               Put Anthony to bed with a back rub, sittin with Brenda and Lyle drinkin coffee and watching the news #secondfamily",  alyciaisacutie,0,FALSE,       NA,      NA
361,"                                                                      @AdventuresinCT @DeadlyGrounds Yep, No bees=No coffee, in my case espresso!",    RedBeeMarina,0,FALSE,       NA,      NA
362,                                                                                         @daeslut have coffee with me babe http://t.co/iHRuBdXDXg,       keemhimki,1,FALSE,       NA,      NA
363,                                                  @kirsteenephelan I've overdosed today and have the jittery feeling #toomuchofagoodthing #coffee,   Elle_Roberts_,0,FALSE,       NA,      NA
364,                              Okay I always get a venti coffee from Starbucks and I always forget to not get them at night cuz I get really hyper,   martin_corbin,0,FALSE,       NA,      NA
365,                                                                                                  Do You Want A Coffee? CKs Vodka level. Sure :-),         kenmc33,0,FALSE,       NA,      NA
366,                                                    Vintage 1980 ZIGGY coffee mug TGIF Thank by WishesAndPrayers http://t.co/X1Bakm3vq4 via @Etsy,     Chinalily10,0,FALSE,       NA,      NA
367,                                                                                            Sig doesn't like cream in his coffee? Me either! Xoxo,  AlexisOnTheSea,0,FALSE,       NA,      NA
368,                                                        2 cups of coffee to start my day in this Semarang City.. :) #positiveenergy #semangatpagi,       Na_th_lia,0,FALSE,       NA,      NA
369,                                          I can go ahead and tell that tomorrow is an iced coffee kinda of morning and I've not even been asleep!,    jessdada1031,0,FALSE,       NA,      NA
370,"         Just need to vent!: ...hours. Last night, hubby came home from work at about 10:30, he is head chef at a local... http://t.co/BAwF2CwBCp", Sites4Marketing,0,FALSE,       NA,      NA
371,                                                    RT @slaredo21: I wish we had Starbucks here... Cause coffee dates in the morning sound perff!,    BiebersNovia,2,FALSE,       NA,      NA
372,                                                   @JustBeer_NoBull @Gridlock_Coffee im right on that. Tell you in a couple days. Tonight = show!,     kungfupussy,0,FALSE,       NA,      NA
373,                                                                                                                  @Coffee_nO_Cream at cornerstone,       ymesc_klb,0,FALSE,       NA,      NA
374,                                                                                     I go have to drink a coffee to stay up ih to watch that game,       swagg1993,0,FALSE,       NA,      NA
375,                                      RT @WOWFactsOfLife: The amount of caffeine found in a cup of coffee can relieve depression by close to 60%.,     raval_tejas,98,FALSE,       NA,      NA
376,                                     @SydneyNichol14 the blueberry and pomegranate smoothies are my favorites. And iced coffee. I have a problem.,        eljessbo,0,FALSE,       NA,      NA
377,                                                                          RT @pickupIines: Are you a shin? Cause I'd bang you on my coffee table.,    KaylaJonesx3,3421,FALSE,       NA,      NA
378,                                                                                   #antique #mirror coffee table abccarpet http://t.co/GXFGOoP2Um,    tamara_eaton,0,FALSE,       NA,      NA
379,"                                                                      RT @bombaytweeting: I love you less than coffee, which is more than enough.",     SmartOholic,100,FALSE,       NA,      NA
380,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",       Allie7236,1600,FALSE,       NA,      NA
381,                                                                                                                                 Starbucks coffee,       Simmieee_,0,FALSE,       NA,      NA
382,"                                                    RT @Luke5SOS: just put chocolate milk in the top of my coffee, I think I just changed history",   Lukeismyweird,11349,FALSE,       NA,      NA
383,                                                    RT @porterc09: I literally get excited about waking up and drinking my coffee in the morning.,      arasfarris,6,FALSE,       NA,      NA
384,                                                                                                 He works at Starbucks yay free coffee for me yay,     sassyqueen_,0,FALSE,       NA,      NA
385,                                                                                                                        I'm craving coffee wtf D:,    nataliescute,0,FALSE,       NA,      NA
386,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",   KallieGrote15,1600,FALSE,       NA,      NA
387,                             @joannnakatarina should I quit coffee then? I've just have up drinking and smoking again so I think I can make it :), JoannnaKatarina,0,FALSE,       NA,      NA
388,                 @CCuevas10 ....gave up pop...I get one good cup of coffee a day and I HAVE to have it!!! Sometines I sneak one in at night...lol,      jkreager67,0,FALSE,       NA,      NA
389,"                                                                            RT @xThat1Halfrican: @AmberrrMaee I?ll be there, have my coffee ready",     AmberrrMaee,1,FALSE,       NA,      NA
390,                                                                           RT @gabevas: HOW DO PEOPLE DRINK ICED COFFEE ONCE THEIR ICE HAS MELTED,       brndnwooo,2,FALSE,       NA,      NA
391,                       RT @CleatingChase: My favorite part about fall: Hoodies Leggings Sweatpants Cold nights Football games Uggs Pumpkin coffee,     courtneyq16,26,FALSE,       NA,      NA
392,"                                                                          Coffee cup in hand, gun in holster http://t.co/rmoBUQrcnZ #gunfail @nra",            TLW3,1,FALSE,       NA,      NA
393,                                                                             I love how he is just chillin reading the comics and drinking coffee,    daniellep128,0,FALSE,       NA,      NA
394,                                                                                                            @TrippyJared make me some coffee then,      JoshFrye84,0,FALSE,       NA,      NA
395,                                                                                                       coffee will be my new best friend tomorrow,    oliviaadrake,0,FALSE,       NA,      NA
396,                                                                  I miss bugging you while you're sleeping and stealing you're coffee. Come home!,   clara_lacroix,0,FALSE,       NA,      NA
397,                                       I chugged an caramel ice coffee before I drove so I wouldn't feel sleepy..not a good idea. No no no-sleep.,     RaymaMateyo,0,FALSE,       NA,      NA
398,                                                                  Lmfaoo I Remember Wen Dat Girl Threw Coffee On Kala Like Dat Shit Was Yesturday,       AyeeShaee,1,FALSE,       NA,      NA
399,                                                                                             I like to make my room smell like vanilla and coffee,       G3rardW4y,0,FALSE,       NA,      NA
400,      RT @vlu: Just having coffee and cake for @jimbyerstravel who is moving on after 32 years at the Star. One of the best guys in the business.,     spencerwynn,2,FALSE,       NA,      NA
401,                                                                                              @kat_monteiro @cocobear20 I need a coffee date ASAP,         adalpe_,0,FALSE,       NA,      NA
402,                                                               RT @AuroraTynan: Coffee date with the girls :) @SamanthaMaione and @cassieverslype,  cassieverslype,2,FALSE,       NA,      NA
403,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,        ABurns85,42,FALSE,       NA,      NA
404,                                       @coreybking We are kin in our rejection of the coffee bean and its cohorts... #ConfessYourUnpopularOpinion,       drgoddess,0,FALSE,       NA,      NA
405,                                                                     RT @wtvrkaren: I'm going to consume unholy amounts of coffee hopefully I die,     trulykawaii,2,FALSE,       NA,      NA
406,                                                                        done after sipping a cup of coffee.. Poly Rhythms! http://t.co/5dN2HGlQbw,   Jules_Fred_33,0,FALSE,       NA,      NA
407,"                                                                    @connnnie927 @mynameisAirport just gunna jump in the convoy, but COFFEE ROCKS",   maraashley628,0,FALSE,       NA,      NA
408,                      Correction. She has a crush on her boss at the coffee shop who is also a college student and more mature. #90sGirlForever!!,         KBellFL,0,FALSE,       NA,      NA
409,                                                                               @ThisIsViren I have two kitkat chunky's and one coffee crisp. Uhn.,    sharmelbhiro,0,FALSE,       NA,      NA
410,                                                                     Caffeine is my bestfriend. Today was the longest day of life without coffee.,         xLaiyax,0,FALSE,       NA,      NA
411,                                                         Casually having a cup of coffee with my brother's friend. At his house. #dontask #mylife,       amylang90,0,FALSE,       NA,      NA
412,                                                                   I wish we had Starbucks here... Cause coffee dates in the morning sound perff!,       slaredo21,2,FALSE,       NA,      NA
413,                                                                                                                      Could go for some coffee rn,   sammysaurouss,0,FALSE,       NA,      NA
414,                                                              I shall call her Coffee Brown!!!! sweeeet!!! SkeletonKey Bae http://t.co/CwmMtpAtUO,      tazmarie99,0,FALSE,       NA,      NA
415,                      Ryan representing #hausdessert!! Go Ryan!! ^_^ #latteart #iotacoffee #TNT @ IOTA Coffee &amp, Bakery http://t.co/xyZVnLvT8v,     NuttyNomads,0,FALSE,       NA
416,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?", LunchboxRideout,1600,FALSE,       NA,      NA
417,                                                                                          @abbslovesfed yeah I don't wanna see you without coffee,     mary_gracex,0,FALSE,       NA,      NA
418,                                                            Early morning shift tomorrow. As if I needed any more reason to drink a lot of coffee, barnes_jeremiah,0,FALSE,       NA,      NA
419,                                                                                                                                    I want coffee,  HallieSerianni,0,FALSE,       NA,      NA
420,"                                                                                 Do you prefer tea, coffee or cocoa? ? Tea http://t.co/bLiQDNYwBK", SameOldCristian,0,FALSE,       NA,      NA
421,                                                                      RT @xGARAMBONERx: come check out saint frank coffee https://t.co/BfQ5yAaB1Z,        Jeffador,1,FALSE,       NA,      NA
422,                                       Somebody in my Fucking household fucked round with ma coffee dont they now how ________ can get without it,    __OneTouch__,0,FALSE,       NA,      NA
423,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",     KPruitt3876,1600,FALSE,       NA,      NA
424,                                       So I really didn't want to get hot coffee spilt on me today or get grounded but hey I got 2 for 2!!!! #fml,   BriannaHawken,0,FALSE,       NA,      NA
425,                                                                                       Westside Ukes performing tonight! : http://t.co/LRsXVoExoG,    warrenbowman,0,FALSE,       NA,      NA
426,                                                                                                                   Phiona's been drinking coffee.,     Cabronaaa69,0,FALSE,       NA,      NA
427,                                                                                     RT @kierstin_prater: Coffee is just hitting the spot tonight,      Lorimaried,1,FALSE,       NA,      NA
428,"     I just want it to be winter already bc I hate slutty summer clothes. I miss my scarves and jackets, and coffee and cigarets out on my porch.",        g4ybacon,2,FALSE,       NA,      NA
429,                                                                                                  I drink coffee on the reg. I'm so sophisticated,      mariahrodr,0,FALSE,       NA,      NA
430,                        What I would do for a coffee shop to be located in the IACC right now... Probably nothing too exciting but I'm desperate.,       TessMonet,0,FALSE,       NA,      NA
431,       @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV. Lmao,       bshades07,0,FALSE,       NA,      NA
432,                                                     I actually don't drink coffee so I would do just fine without it during a zombie apocalypse.,      Antthetech,0,FALSE,       NA,      NA
433,                                                                      Craving for a medium iced coffee caramel macchiato from Starbucks right now,    satisfymeify,0,FALSE,       NA,      NA
434,                                                                                  Caribou coffee or Starbucks? ? caribou!! http://t.co/Y0QH4lJQw8,     trippydrugs,0,FALSE,       NA,      NA
435,                                                                                            Cigarettes &amp, coffee sound perfect right about now,  Lindseyrenae33,0,FALSE,       NA
436,                                                                                                                 Why am I making coffee this late, taylordaniels19,0,FALSE,       NA,      NA
437,                     RT @jazmineluvsu: Patience is my favorite...then Chill Pad Deluxe...after that its between Take Control and Tea &amp, Coffee,       EliseAnn9,1,FALSE,       NA
438,                                                                                                                     I need a new coffee machine.,         vipsd87,0,FALSE,       NA,      NA
439,                                                            Sign of a coffee addict on the go. #starbuckscard #coffeelover http://t.co/wdYce6udq6,    karlomagpayo,0,FALSE,       NA,      NA
440,                                                                                          @AlyssaFroemel even with coffee a massage and flowers?!, Deejay_Sargentt,0,FALSE,       NA,      NA
441,                                                Mexican family of parents and 3 kids and every single one is playing on a DS in this coffee shop.,     _homandberg,0,FALSE,       NA,      NA
442,                                                                                                                       @ymesc_klb prolly tomorrow, Coffee_nO_Cream,0,FALSE,       NA,      NA
443,                                                                                                                          I want a coffee coffee!,     Annelg_Menj,0,FALSE,       NA,      NA
444,"                                                        They tried to make me go to rehab, I said, No, no, no ------&gt; Coffee addict over here.",        skeebs02,0,FALSE,       NA,      NA
445,                                               @MariaaKarmela well im bringing coffee and other people are bringing snacks if that persuades you.,      DestroyNaf,0,FALSE,       NA,      NA
446,                                                        Eating baklava and cupavce and drinking coffee with the family. What more can I ask for?!,        Melz_100,0,FALSE,       NA,      NA
447,"     sometimes I just crave coffee like I can taste it in my mouth for like a second...maybe that's just me, remembering what it taste like lmfao",     itsCaRLos13,0,FALSE,       NA,      NA
448,                                                                                                                 Wired offa that coffee bean haha,  bitchimtheb0ss,0,FALSE,       NA,      NA
449,                                                                                i want coffee if i had a car that is all my car would be used for,   kayleesmith95,0,FALSE,       NA,      NA
450,                                                                                                                                   I quit coffee.,   nikki_haggard,0,FALSE,       NA,      NA
451,"                                           I'm on the drug, i'm on the drug, i'm on the drug that helps you get shit done. #coffee #outofgreentea", kirsteenephelan,0,FALSE,       NA,      NA
452,                                                                                                              Coffee ice cream for din-din. #ukno,   schaeferllana,0,FALSE,       NA,      NA
453,"                                            emersom sheik jorge henrique-coffee with milk!!! Com?dia o Edenilson, Rs...!!! http://t.co/qoS0Wai6AY",  PhilippeMundim,0,FALSE,       NA,      NA
454,"              @sherylwillwrite @DeniseTesta yeah yeah known to police type. Hangs out at markets, drinking coffee, waiting for her next easy mark",    calliope4112,0,FALSE,       NA,      NA
455,                                                                                         @MaryamAllawati go make yourself a cup of coffee w bs XD,         Juman97,0,FALSE,       NA,      NA
456,                                                                                                                  I could go for a cup of coffee.,      EmmaSeiber,0,FALSE,       NA,      NA
457,"       After having a cold for a week, the only thing I can sing is One More Cup of Coffee. If this keeps up, I am changing my name to Nat Dylan.", natalieaclifton,0,FALSE,       NA,      NA
458,                     it's a beautiful thing! coffeeboy25 #coffeepod #provo #utah #coffee #tea #chai #steamers #freshjuice? http://t.co/XmeMBIoXvg,       CoffeePod,0,FALSE,       NA,      NA
459,                                                                @Paris_Zondag im not a coffee drinker! So definitely hot chocolate hands down! :D,     Dance10Paul,1,FALSE,       NA,      NA
460,"                                                                        All I want rn is Coffee Bean, but good things can't happen to good people",      Briawwnana,0,FALSE,       NA,      NA
461,"                There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in rats.", JoannnaKatarina,0,FALSE,       NA,      NA
462,                                       Dr. Leighton Taylor would be awesome to have coffee with and talk about megamouth! #sharkweek #aliensharks,       emilyknox,0,FALSE,       NA,      NA
